+-------+-----+-----+-----+-----+-----+--------+-----------------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+------------+-------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |                      URI                      |  MIN   |  MAX   |   SUM   |  AVG   |  P90   |  P95   |  P99   | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)  | AVG(BODY) |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52afe                   |  7.152 |  7.152 |   7.152 |  7.152 |  7.152 |  7.152 |  7.152 |  0.000 |   761.000 |    761.000 |     761.000 |   761.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa527f5                   |  7.148 |  7.148 |   7.148 |  7.148 |  7.148 |  7.148 |  7.148 |  0.000 |   335.000 |    335.000 |     335.000 |   335.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5387d/score     |  6.956 |  6.956 |   6.956 |  6.956 |  6.956 |  6.956 |  6.956 |  0.000 |    54.000 |     54.000 |      54.000 |    54.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52abe                   |  6.892 |  6.892 |   6.892 |  6.892 |  6.892 |  6.892 |  6.892 |  0.000 |   759.000 |    759.000 |     759.000 |   759.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa529e2                   |  6.872 |  6.872 |   6.872 |  6.872 |  6.872 |  6.872 |  6.872 |  0.000 |   758.000 |    758.000 |     758.000 |   758.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa527b0                   |  6.796 |  6.796 |   6.796 |  6.796 |  6.796 |  6.796 |  6.796 |  0.000 |   744.000 |    744.000 |     744.000 |   744.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa5292e                   |  6.784 |  6.784 |   6.784 |  6.784 |  6.784 |  6.784 |  6.784 |  0.000 |   745.000 |    745.000 |     745.000 |   745.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b6a                   |  6.416 |  6.796 |  13.212 |  6.606 |  6.796 |  6.796 |  6.796 |  0.190 |   550.000 |    550.000 |    1100.000 |   550.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52a52                   |  6.320 |  6.648 |  12.968 |  6.484 |  6.648 |  6.648 |  6.648 |  0.164 |   664.000 |    759.000 |    1423.000 |   711.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b50                   |  5.472 |  7.384 |  12.856 |  6.428 |  7.384 |  7.384 |  7.384 |  0.956 |   351.000 |    666.000 |    1017.000 |   508.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b64                   |  6.276 |  6.276 |   6.276 |  6.276 |  6.276 |  6.276 |  6.276 |  0.000 |   449.000 |    449.000 |     449.000 |   449.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa5290e                   |  6.260 |  6.260 |   6.260 |  6.260 |  6.260 |  6.260 |  6.260 |  0.000 |   650.000 |    650.000 |     650.000 |   650.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53dbc/score     |  6.260 |  6.260 |   6.260 |  6.260 |  6.260 |  6.260 |  6.260 |  0.000 |    54.000 |     54.000 |      54.000 |    54.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa5282d                   |  6.244 |  6.244 |   6.244 |  6.244 |  6.244 |  6.244 |  6.244 |  0.000 |   649.000 |    649.000 |     649.000 |   649.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa534a7/score     |  6.200 |  6.200 |   6.200 |  6.200 |  6.200 |  6.200 |  6.200 |  0.000 |    54.000 |     54.000 |      54.000 |    54.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52992                   |  6.156 |  6.156 |   6.156 |  6.156 |  6.156 |  6.156 |  6.156 |  0.000 |   533.000 |    533.000 |     533.000 |   533.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa528a7                   |  6.060 |  6.060 |   6.060 |  6.060 |  6.060 |  6.060 |  6.060 |  0.000 |   433.000 |    433.000 |     433.000 |   433.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52963                   |  5.840 |  6.204 |  12.044 |  6.022 |  6.204 |  6.204 |  6.204 |  0.182 |   533.000 |    533.000 |    1066.000 |   533.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa527fb                   |  5.912 |  5.912 |   5.912 |  5.912 |  5.912 |  5.912 |  5.912 |  0.000 |   433.000 |    433.000 |     433.000 |   433.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa528e1                   |  5.888 |  5.888 |   5.888 |  5.888 |  5.888 |  5.888 |  5.888 |  0.000 |   534.000 |    534.000 |     534.000 |   534.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52bee/score     |  5.856 |  5.856 |   5.856 |  5.856 |  5.856 |  5.856 |  5.856 |  0.000 |    54.000 |     54.000 |      54.000 |    54.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52bbc                   |  5.792 |  5.792 |   5.792 |  5.792 |  5.792 |  5.792 |  5.792 |  0.000 |   547.000 |    547.000 |     547.000 |   547.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52a82                   |  5.752 |  5.752 |   5.752 |  5.752 |  5.752 |  5.752 |  5.752 |  0.000 |   665.000 |    665.000 |     665.000 |   665.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52bea                   |  5.720 |  5.720 |   5.720 |  5.720 |  5.720 |  5.720 |  5.720 |  0.000 |   449.000 |    449.000 |     449.000 |   449.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52921                   |  5.708 |  5.708 |   5.708 |  5.708 |  5.708 |  5.708 |  5.708 |  0.000 |   534.000 |    534.000 |     534.000 |   534.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52849                   |  5.692 |  5.692 |   5.692 |  5.692 |  5.692 |  5.692 |  5.692 |  0.000 |   534.000 |    534.000 |     534.000 |   534.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52810                   |  5.636 |  5.636 |   5.636 |  5.636 |  5.636 |  5.636 |  5.636 |  0.000 |   648.000 |    648.000 |     648.000 |   648.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52bd5                   |  5.592 |  5.592 |   5.592 |  5.592 |  5.592 |  5.592 |  5.592 |  0.000 |   549.000 |    549.000 |     549.000 |   549.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa527b7                   |  5.520 |  5.660 |  11.180 |  5.590 |  5.660 |  5.660 |  5.660 |  0.070 |   433.000 |    650.000 |    1083.000 |   541.500 |
|    23 |   0 |  23 |   0 |   0 |   0 | GET    | /api/player/competition/9fa53056/ranking      |  0.064 | 15.568 | 128.372 |  5.581 | 10.776 | 10.836 | 15.568 |  5.412 | 14013.000 |  14153.000 |  322556.000 | 14024.174 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa5283c                   |  5.500 |  5.500 |   5.500 |  5.500 |  5.500 |  5.500 |  5.500 |  0.000 |   650.000 |    650.000 |     650.000 |   650.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa529ca                   |  5.284 |  5.284 |   5.284 |  5.284 |  5.284 |  5.284 |  5.284 |  0.000 |   449.000 |    449.000 |     449.000 |   449.000 |
|     4 |   0 |   4 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b40                   |  0.064 |  7.284 |  20.828 |  5.207 |  7.284 |  7.284 |  7.284 |  2.978 |   351.000 |    761.000 |    2423.000 |   605.750 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/5f2bb7d41                  |  0.096 | 15.372 |  15.580 |  5.193 | 15.372 | 15.372 | 15.372 |  7.197 |   685.000 |    881.000 |    2340.000 |   780.000 |
|     4 |   0 |   4 |   0 |   0 |   0 | GET    | /api/player/player/9fa52974                   |  0.028 |  7.916 |  20.664 |  5.166 |  7.916 |  7.916 |  7.916 |  3.034 |   533.000 |    744.000 |    2343.000 |   585.750 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/cc7c2d1b                   |  0.128 |  9.528 |   9.656 |  4.828 |  9.528 |  9.528 |  9.528 |  4.700 |  1369.000 |   1369.000 |    2738.000 |  1369.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa52a9c                   |  0.236 |  7.180 |  14.164 |  4.721 |  7.180 |  7.180 |  7.180 |  3.177 |   449.000 |    760.000 |    1969.000 |   656.333 |
|    23 |   0 |  23 |   0 |   0 |   0 | GET    | /api/player/competition/9fa5387d/ranking      |  0.028 |  7.952 | 106.924 |  4.649 |  7.160 |  7.196 |  7.952 |  3.333 | 13513.000 |  13657.000 |  311046.000 | 13523.739 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa528b1/score     |  4.540 |  4.540 |   4.540 |  4.540 |  4.540 |  4.540 |  4.540 |  0.000 |    54.000 |     54.000 |      54.000 |    54.000 |
|    17 |   0 |  17 |   0 |   0 |   0 | GET    | /api/player/competition/9fa53dbc/ranking      |  0.036 |  6.580 |  71.608 |  4.212 |  6.500 |  6.580 |  6.580 |  2.972 | 13545.000 |  13665.000 |  230385.000 | 13552.059 |
|    28 |   0 |  28 |   0 |   0 |   0 | GET    | /api/player/competition/9fa52f20/ranking      |  0.012 |  8.344 | 117.556 |  4.198 |  8.320 |  8.324 |  8.344 |  3.928 | 13533.000 |  13610.000 |  379400.000 | 13550.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa527a5                   |  0.056 |  7.048 |  12.084 |  4.028 |  7.048 |  7.048 |  7.048 |  2.933 |   650.000 |    745.000 |    2045.000 |   681.667 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa5279f                   |  0.024 |  7.792 |   7.816 |  3.908 |  7.792 |  7.792 |  7.792 |  3.884 |   249.000 |    335.000 |     584.000 |   292.000 |
|     9 |   0 |   7 |   0 |   2 |   0 | POST   | /api/organizer/players/add                    |  1.940 |  6.652 |  35.088 |  3.899 |  6.652 |  6.652 |  6.652 |  1.912 |     0.000 |  24700.000 |  127655.000 | 14183.889 |
|    23 |   0 |  22 |   0 |   1 |   0 | GET    | /api/admin/tenants/billing                    |  0.008 | 28.668 |  84.104 |  3.657 |  4.356 | 11.260 | 28.668 |  5.753 |     0.000 |   1575.000 |   31669.000 |  1376.913 |
|    28 |   0 |  28 |   0 |   0 |   0 | GET    | /api/player/competition/9fa534a7/ranking      |  0.036 |  7.024 | 101.488 |  3.625 |  6.500 |  6.516 |  7.024 |  3.037 | 13526.000 |  13732.000 |  379344.000 | 13548.000 |
|    40 |   0 |  40 |   0 |   0 |   0 | GET    | /api/player/competition/9fa5278b/ranking      |  0.024 | 15.516 | 144.836 |  3.621 |  8.948 | 10.228 | 15.516 |  4.508 | 10901.000 |  14512.000 |  574858.000 | 14371.450 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa541f7/score     |  3.620 |  3.620 |   3.620 |  3.620 |  3.620 |  3.620 |  3.620 |  0.000 |    54.000 |     54.000 |      54.000 |    54.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b9a                   |  0.008 |  7.084 |   7.092 |  3.546 |  7.084 |  7.084 |  7.084 |  3.538 |   550.000 |    550.000 |    1100.000 |   550.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa528fa                   |  0.024 |  6.784 |   6.808 |  3.404 |  6.784 |  6.784 |  6.784 |  3.380 |   433.000 |    744.000 |    1177.000 |   588.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5278e/score     |  3.244 |  3.556 |   6.800 |  3.400 |  3.556 |  3.556 |  3.556 |  0.156 |    54.000 |     54.000 |     108.000 |    54.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa5284d                   |  0.004 |  6.768 |   6.772 |  3.386 |  6.768 |  6.768 |  6.768 |  3.382 |   650.000 |    745.000 |    1395.000 |   697.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52ab9                   |  0.004 |  6.680 |   6.684 |  3.342 |  6.680 |  6.680 |  6.680 |  3.338 |   548.000 |    759.000 |    1307.000 |   653.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52a61                   |  0.020 |  6.656 |   6.676 |  3.338 |  6.656 |  6.656 |  6.656 |  3.318 |   665.000 |    759.000 |    1424.000 |   712.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53025/score     |  3.144 |  3.144 |   3.144 |  3.144 |  3.144 |  3.144 |  3.144 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|    33 |   0 |  33 |   0 |   0 |   0 | GET    | /api/player/competition/9fa52bee/ranking      |  0.020 |  7.244 | 102.600 |  3.109 |  6.120 |  6.176 |  7.244 |  2.943 | 13562.000 |  13697.000 |  447901.000 | 13572.758 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa528f0                   |  0.004 |  6.104 |   6.108 |  3.054 |  6.104 |  6.104 |  6.104 |  3.050 |   335.000 |    650.000 |     985.000 |   492.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa529eb                   |  0.264 |  5.768 |   6.032 |  3.016 |  5.768 |  5.768 |  5.768 |  2.752 |   449.000 |    550.000 |     999.000 |   499.500 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/competition/476709999/ranking     |  3.008 |  3.008 |   3.008 |  3.008 |  3.008 |  3.008 |  3.008 |  0.000 | 14282.000 |  14282.000 |   14282.000 | 14282.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52851                   |  0.072 |  5.868 |   5.940 |  2.970 |  5.868 |  5.868 |  5.868 |  2.898 |   433.000 |    650.000 |    1083.000 |   541.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52806                   |  0.264 |  5.560 |   5.824 |  2.912 |  5.560 |  5.560 |  5.560 |  2.648 |   649.000 |    649.000 |    1298.000 |   649.000 |
|     4 |   0 |   4 |   0 |   0 |   0 | GET    | /api/player/player/5a63b98c9                  |  0.044 |  9.872 |  11.336 |  2.834 |  9.872 |  9.872 |  9.872 |  4.075 |   774.000 |    970.000 |    3381.000 |   845.250 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa53abd/score     |  2.596 |  2.924 |   5.520 |  2.760 |  2.924 |  2.924 |  2.924 |  0.164 |    54.000 |     54.000 |     108.000 |    54.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa529b7                   |  0.156 |  7.836 |   8.160 |  2.720 |  7.836 |  7.836 |  7.836 |  3.618 |   666.000 |    761.000 |    2093.000 |   697.667 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5368e/score     |  2.700 |  2.700 |   2.700 |  2.700 |  2.700 |  2.700 |  2.700 |  0.000 |    54.000 |     54.000 |      54.000 |    54.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa527bb                   |  0.008 |  5.328 |   5.336 |  2.668 |  5.328 |  5.328 |  5.328 |  2.660 |   249.000 |    650.000 |     899.000 |   449.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa5286b                   |  0.064 |  5.252 |   5.316 |  2.658 |  5.252 |  5.252 |  5.252 |  2.594 |   335.000 |    433.000 |     768.000 |   384.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b7e                   |  0.024 |  5.224 |   5.248 |  2.624 |  5.224 |  5.224 |  5.224 |  2.600 |   666.000 |    666.000 |    1332.000 |   666.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52e79/score     |  2.216 |  2.996 |   5.212 |  2.606 |  2.996 |  2.996 |  2.996 |  0.390 |    54.000 |     54.000 |     108.000 |    54.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa528d3                   |  0.004 |  7.668 |   7.708 |  2.569 |  7.668 |  7.668 |  7.668 |  3.605 |   335.000 |    650.000 |    1519.000 |   506.333 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /initialize                                   |  2.552 |  2.552 |   2.552 |  2.552 |  2.552 |  2.552 |  2.552 |  0.000 |    55.000 |     55.000 |      55.000 |    55.000 |
|    16 |   0 |  15 |   0 |   1 |   0 | GET    | /api/player/competition/9fa541f7/ranking      |  0.008 |  3.700 |  40.440 |  2.528 |  3.696 |  3.700 |  3.700 |  1.685 |     0.000 |  14381.000 |  214286.000 | 13392.875 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa52882                   |  0.052 |  4.996 |   5.048 |  2.524 |  4.996 |  4.996 |  4.996 |  2.472 |   534.000 |    650.000 |    1184.000 |   592.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa52a0a                   |  0.024 |  7.544 |   7.568 |  2.523 |  7.544 |  7.544 |  7.544 |  3.551 |   351.000 |    760.000 |    1776.000 |   592.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | GET    | /api/player/player/9fa5291c                   |  0.004 |  5.004 |   5.008 |  2.504 |  5.004 |  5.004 |  5.004 |  2.500 |   534.000 |    649.000 |    1183.000 |   591.500 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa534c2/score     |  2.216 |  2.392 |   4.608 |  2.304 |  2.392 |  2.392 |  2.392 |  0.088 |    54.000 |     54.000 |     108.000 |    54.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa5280b                   |  0.004 |  6.412 |   6.620 |  2.207 |  6.412 |  6.412 |  6.412 |  2.975 |   534.000 |    650.000 |    1718.000 |   572.667 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa531ca/score     |  1.860 |  2.552 |   4.412 |  2.206 |  2.552 |  2.552 |  2.552 |  0.346 |    53.000 |     53.000 |     106.000 |    53.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | GET    | /api/player/player/9fa52fa5                   |  2.184 |  2.184 |   2.184 |  2.184 |  2.184 |  2.184 |  2.184 |  0.000 |   375.000 |    375.000 |     375.000 |   375.000 |
|     2 |   0 |   1 |   0 |   1 |   0 | POST   | /api/organizer/competition/9fa5420b/score     |  1.500 |  2.844 |   4.344 |  2.172 |  2.844 |  2.844 |  2.844 |  0.672 |     0.000 |     54.000 |      54.000 |    27.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa530f6/score     |  2.164 |  2.164 |   2.164 |  2.164 |  2.164 |  2.164 |  2.164 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5401c/score     |  1.648 |  2.668 |   4.316 |  2.158 |  2.668 |  2.668 |  2.668 |  0.510 |    53.000 |     53.000 |     106.000 |    53.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa5376e/score     |  2.076 |  2.168 |   4.244 |  2.122 |  2.168 |  2.168 |  2.168 |  0.046 |    54.000 |     54.000 |     108.000 |    54.000 |
|     1 |   0 |   1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52bc6/score     |  2.096 |  2.096 |   2.096 |  2.096 |  2.096 |  2.096 |  2.096 |  0.000 |    53.000 |     53.000 |      53.000 |    53.000 |
|     3 |   0 |   3 |   0 |   0 |   0 | GET    | /api/player/player/9fa52b70                   |  0.004 |  5.912 |   6.056 |  2.019 |  5.912 |  5.912 |  5.912 |  2.754 |   449.000 |    665.000 |    1663.000 |   554.333 |
|     1 |   0 |   0 |   0 |   1 |   0 | POST   | /api/organizer/competition/9fa543ab/score     |  2.000 |  2.000 |   2.000 |  2.000 |  2.000 |  2.000 |  2.000 |  0.000 |     0.000 |      0.000 |       0.000 |     0.000 |
|     2 |   0 |   2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9fa52522/score     |  1.840 |  2.120 |   3.960 |  1.980 |  2.120 |  2.120 |  2.120 |  0.140 |    53.000 |     53.000 |     106.000 |    53.000 |
